tmc,date,hour,road,direction,state,county,start_latitude,start_longitude,end_latitude,end_longitude,tmc_length,road_order,f_system,thrulanes,MAADT,aadt,aadt_singl,aadt_combi,travel_time_all,travel_time_pass,travel_time_truck,speed_all,speed_pass,speed_truck,PCT_NOISE_AUTO,PCT_NOISE_MED_TRUCK,PCT_NOISE_HVY_TRUCK,PCT_NOISE_BUS,PCT_NOISE_MC
129+04132,2020-02-07,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.95,40.9,43.42,65.732834,65.813194,61.99354,0.054261893,0.00023798573,0.00028214214,0.00010436965,1.433649e-05
129+04132,2020-02-07,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.23,40.13,42.07,66.90926,67.076,63.982876,0.04265851,0.00016286253,0.0002528957,9.060662e-05,6.3080556e-06
129+04132,2020-02-07,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,39.02,38.92,44.86,68.9841,69.16135,60.00356,0.03474133,0.0001250142,0.00023397151,7.397629e-05,8.028434e-06
129+04132,2020-02-07,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,39.65,39.54,44.13,67.88801,68.07687,60.99614,0.030443823,0.000120999975,0.0002586303,8.257818e-05,9.748813e-06
129+04132,2020-02-07,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.15,39.6,45.62,67.04258,67.973724,59.003937,0.023479156,9.8061595e-05,0.00029017054,5.505212e-05,6.881515e-06
129+04132,2020-02-08,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,40.11,39.31,43.63,67.109436,68.47519,61.695156,0.021901844,0.0001175759,0.00013575774,4.484854e-05,7.272736e-06
129+04132,2020-02-08,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,38.19,38.19,,70.48336,70.48336,,0.015587898,0.00012000014,0.00020727298,3.515156e-05,8.484859e-06
129+04132,2020-02-08,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,39.17,38.43,42.73,68.719925,70.04318,62.99461,0.01199759,0.00018545477,0.00017575778,3.151519e-05,9.696982e-06
129+04132,2020-02-08,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,43.63,43.11,44.23,61.695156,62.43933,60.85823,0.007997585,0.0001709093,0.00017212142,3.7575803e-05,3.636368e-06
129+04132,2020-02-08,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,42.53,42.08,42.58,63.290844,63.96767,63.216526,0.006656978,0.00014303047,0.00030787915,2.4242454e-05,9.696982e-06
129+04132,2020-02-08,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,39.26,38.36,43.23,68.56239,70.171,62.26601,0.012766076,0.0001600002,0.0004327278,7.1515235e-05,7.272736e-06
129+04132,2020-02-08,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,40.35,40.05,41.21,66.71027,67.20998,65.318115,0.022521239,0.0002884852,0.0004921218,0.0001333335,1.333335e-05
129+04132,2020-02-08,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,39.16,38.63,43.48,68.73748,69.68055,61.907993,0.034584284,0.00036121256,0.0005078794,0.0001175759,1.0909104e-05
129+04132,2020-02-08,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,39.79,39.7,42.41,67.64915,67.802505,63.46993,0.039357625,0.00035636406,0.00059030374,9.575769e-05,1.333335e-05
129+04132,2020-02-08,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,40.08,39.93,43.2,67.15967,67.411964,62.30925,0.047667935,0.0003745459,0.0005854553,0.00010060618,1.6969718e-05
129+04132,2020-02-08,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,41.85,41.75,42.98,64.31923,64.47328,62.62819,0.057779465,0.00035030345,0.0005672734,0.00012242439,1.818184e-05
129+04132,2020-02-08,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,41.34,41.15,43.71,65.11272,65.41335,61.582237,0.06410675,0.0003745459,0.00051636423,0.000105454674,2.5454576e-05
129+04132,2020-02-08,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,40.1,40.0,48.94,67.126175,67.29399,55.001217,0.06597826,0.0003963641,0.0004703036,0.000128485,2.5454576e-05
129+04132,2020-02-08,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,38.89,38.8,41.88,69.2147,69.375244,64.273155,0.068855844,0.00034545496,0.00035757618,0.000105454674,2.1818209e-05
129+04132,2020-02-08,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,38.98,38.98,,69.05489,69.05489,,0.070484936,0.00030545492,0.00028606094,0.00010787892,1.818184e-05
129+04132,2020-02-08,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,40.21,40.11,48.07,66.94254,67.109436,55.996662,0.06914675,0.00021575784,0.00024969727,0.00013212138,2.1818209e-05
129+04132,2020-02-08,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,39.21,39.21,39.58,68.649826,68.649826,68.00807,0.06782553,0.0002084851,0.00017939416,0.00014545472,2.303033e-05
129+04132,2020-02-08,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,41.89,41.78,43.6,64.257805,64.42699,61.737606,0.06250674,0.00015636382,0.00017939416,0.00012727288,1.2121227e-05
129+04132,2020-02-08,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,41.36,41.31,42.73,65.08123,65.16,62.99461,0.05479037,0.00014545472,0.00016606081,0.00011030316,8.484859e-06
129+04132,2020-02-08,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,38.87,38.64,49.39,69.25031,69.66251,54.50009,0.047386725,0.00010303043,0.00015878807,0.00014303047,1.0909104e-05
129+04132,2020-02-08,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,40.01,40.01,,67.27717,67.27717,,0.03950308,8.363646e-05,0.00016242443,8.00001e-05,7.272736e-06
129+04132,2020-02-08,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,39.76,39.34,46.69,67.70019,68.422966,57.651737,0.03545701,7.030312e-05,0.00015151534,6.9090995e-05,8.484859e-06
129+04132,2020-02-08,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,40.29,40.08,44.44,66.80962,67.15967,60.57065,0.03170307,8.969708e-05,0.0001709093,7.393948e-05,8.484859e-06
129+04132,2020-02-08,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,39.61,39.49,45.62,67.956566,68.16307,59.003937,0.028281247,0.000118788026,0.00016484868,6.787887e-05,4.848491e-06
129+04132,2020-02-09,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,38.81,38.81,,69.35737,69.35737,,0.021901844,0.0001175759,0.00013575774,4.484854e-05,7.272736e-06
129+04132,2020-02-09,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,39.39,38.95,41.41,68.33611,69.10808,65.00265,0.015587898,0.00012000014,0.00020727298,3.515156e-05,8.484859e-06
129+04132,2020-02-09,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,38.86,38.86,,69.268135,69.268135,,0.01199759,0.00018545477,0.00017575778,3.151519e-05,9.696982e-06
129+04132,2020-02-09,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,38.66,37.43,41.41,69.62648,71.9145,65.00265,0.007997585,0.0001709093,0.00017212142,3.7575803e-05,3.636368e-06
129+04132,2020-02-09,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,41.55,41.2,46.82,64.78362,65.33397,57.49166,0.006656978,0.00014303047,0.00030787915,2.4242454e-05,9.696982e-06
129+04132,2020-02-09,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,38.49,37.98,42.07,69.934,70.87308,63.982876,0.012766076,0.0001600002,0.0004327278,7.1515235e-05,7.272736e-06
129+04132,2020-02-09,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,37.92,37.61,43.84,70.98522,71.57032,61.399628,0.022521239,0.0002884852,0.0004921218,0.0001333335,1.333335e-05
129+04132,2020-02-09,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,36.94,36.52,41.86,72.86842,73.70645,64.30386,0.034584284,0.00036121256,0.0005078794,0.0001175759,1.0909104e-05
129+04132,2020-02-09,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,37.29,37.18,39.79,72.18449,72.398056,67.64915,0.039357625,0.00035636406,0.00059030374,9.575769e-05,1.333335e-05
129+04132,2020-02-09,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,36.35,34.67,41.77,74.051155,77.63944,64.44241,0.047667935,0.0003745459,0.0005854553,0.00010060618,1.6969718e-05
129+04132,2020-02-09,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,39.18,39.0,43.42,68.70239,69.01948,61.99354,0.057779465,0.00035030345,0.0005672734,0.00012242439,1.818184e-05
129+04132,2020-02-09,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,38.09,37.9,42.73,70.6684,71.02268,62.99461,0.06410675,0.0003745459,0.00051636423,0.000105454674,2.5454576e-05
129+04132,2020-02-09,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,38.22,38.09,41.21,70.42804,70.6684,65.318115,0.06597826,0.0003963641,0.0004703036,0.000128485,2.5454576e-05
129+04132,2020-02-09,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,38.24,38.14,44.14,70.391205,70.57576,60.98232,0.068855844,0.00034545496,0.00035757618,0.000105454674,2.1818209e-05
129+04132,2020-02-09,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,37.48,37.35,43.19,71.81856,72.06853,62.323677,0.070484936,0.00030545492,0.00028606094,0.00010787892,1.818184e-05
129+04132,2020-02-09,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,39.34,39.29,41.5,68.422966,68.51004,64.86168,0.06914675,0.00021575784,0.00024969727,0.00013212138,2.1818209e-05
129+04132,2020-02-09,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,38.64,38.39,43.12,69.66251,70.116165,62.42485,0.06782553,0.0002084851,0.00017939416,0.00014545472,2.303033e-05
129+04132,2020-02-09,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,39.56,39.51,44.13,68.04246,68.12856,60.99614,0.06250674,0.00015636382,0.00017939416,0.00012727288,1.2121227e-05
129+04132,2020-02-09,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,38.98,38.67,44.38,69.05489,69.608475,60.65254,0.05479037,0.00014545472,0.00016606081,0.00011030316,8.484859e-06
129+04132,2020-02-09,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,39.4,39.37,46.78,68.31877,68.370834,57.54082,0.047386725,0.00010303043,0.00015878807,0.00014303047,1.0909104e-05
129+04132,2020-02-09,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,38.22,37.65,45.4,70.42804,71.49428,59.28986,0.03950308,8.363646e-05,0.00016242443,8.00001e-05,7.272736e-06
129+04132,2020-02-09,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,37.25,37.25,,72.262,72.262,,0.03545701,7.030312e-05,0.00015151534,6.9090995e-05,8.484859e-06
129+04132,2020-02-09,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,38.77,38.36,43.46,69.42893,70.171,61.936485,0.03170307,8.969708e-05,0.0001709093,7.393948e-05,8.484859e-06
129+04132,2020-02-09,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,107786.47725368012,91660.5,4803,6097,37.93,37.93,,70.96651,70.96651,,0.028281247,0.000118788026,0.00016484868,6.787887e-05,4.848491e-06
129+04132,2020-02-10,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,39.34,38.16,41.06,68.422966,70.53877,65.55674,0.011507041,0.00010322273,0.00024888146,4.128909e-05,5.1611364e-06
129+04132,2020-02-10,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.92,42.08,41.74,64.21182,63.96767,64.48873,0.0066119893,0.00014107107,0.00028902365,2.752606e-05,9.175354e-06
129+04132,2020-02-10,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,39.72,39.77,40.59,67.76837,67.68317,66.315834,0.004161023,0.00022594308,0.00033662078,2.924644e-05,1.0895732e-05
129+04132,2020-02-10,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.24,40.91,42.17,65.2706,65.797104,63.83115,0.0037762315,0.00025518952,0.00040428902,4.415639e-05,1.2616111e-05
129+04132,2020-02-10,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.57,40.66,41.05,66.348526,66.20166,65.57271,0.007429169,0.00024544072,0.000588943,4.300947e-05,1.6056869e-05
129+04132,2020-02-10,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,42.22,42.26,43.2,63.755558,63.69521,62.30925,0.020205276,0.00033547386,0.0009066396,6.6521316e-05,2.98199e-05
129+04132,2020-02-10,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.4,41.3,45.32,65.01835,65.17577,59.39452,0.03973043,0.00051152596,0.001079251,0.00013132225,4.0715633e-05
129+04132,2020-02-10,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,51.19,50.91,58.69,52.5837,52.872906,45.864025,0.062146965,0.0005344644,0.0010918671,0.00016630329,5.562558e-05
129+04132,2020-02-10,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,57.26,56.75,66.31,47.009422,47.43189,40.59357,0.055862993,0.0006004122,0.0012719334,0.00014451183,5.275828e-05
129+04132,2020-02-10,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.37,39.97,43.28,66.67722,67.3445,62.194077,0.04478949,0.00074263016,0.0015403125,0.0001548341,4.9890987e-05
129+04132,2020-02-10,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,43.73,43.68,43.91,61.554073,61.624535,61.301746,0.044017613,0.00090319884,0.0017427438,0.00016286253,6.078672e-05
129+04132,2020-02-10,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,43.13,42.83,44.36,62.410378,62.847527,60.679882,0.046965193,0.0010809713,0.0019038859,0.00015942178,5.275828e-05
129+04132,2020-02-10,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.55,40.35,42.48,66.38125,66.71027,63.365337,0.05207931,0.0010230519,0.0016928527,0.00014508527,4.530331e-05
129+04132,2020-02-10,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.88,40.82,43.01,65.84539,65.94218,62.584507,0.060345154,0.0009490756,0.0015861893,0.00013705685,5.1037903e-05
129+04132,2020-02-10,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,43.84,43.78,45.7,61.399628,61.483772,58.900646,0.06568292,0.0007718766,0.001157815,0.00013648339,4.6450226e-05
129+04132,2020-02-10,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,44.8,44.8,45.95,60.08392,60.08392,58.58019,0.06520465,0.000525289,0.00068757805,0.00012788149,4.014217e-05
129+04132,2020-02-10,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,46.17,46.11,48.57,58.301052,58.376915,55.42021,0.063287005,0.00041977243,0.000525289,0.0001433649,3.4981036e-05
129+04132,2020-02-10,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,47.32,47.18,50.78,56.884186,57.05298,53.008263,0.06422748,0.00034006155,0.00032801888,0.00015884831,2.637914e-05
129+04132,2020-02-10,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,44.4,44.28,49.92,60.625217,60.789513,53.921467,0.06336384,0.00027927483,0.00031712317,0.00013648339,2.2938384e-05
129+04132,2020-02-10,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.94,40.94,42.73,65.74889,65.74889,62.99461,0.054261893,0.00023798573,0.00028214214,0.00010436965,1.433649e-05
129+04132,2020-02-10,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,38.42,38.42,40.18,70.06142,70.06142,66.99252,0.04265851,0.00016286253,0.0002528957,9.060662e-05,6.3080556e-06
129+04132,2020-02-10,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,37.29,37.29,,72.18449,72.18449,,0.03474133,0.0001250142,0.00023397151,7.397629e-05,8.028434e-06
129+04132,2020-02-10,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,38.9,38.72,41.1,69.19691,69.518585,65.492935,0.030443823,0.000120999975,0.0002586303,8.257818e-05,9.748813e-06
129+04132,2020-02-10,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,37.43,36.91,45.18,71.9145,72.92765,59.578568,0.023479156,9.8061595e-05,0.00029017054,5.505212e-05,6.881515e-06
129+04132,2020-02-11,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,39.44,39.12,43.22,68.24948,68.80776,62.280415,0.011507041,0.00010322273,0.00024888146,4.128909e-05,5.1611364e-06
129+04132,2020-02-11,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,42.53,43.17,40.68,63.290844,62.35255,66.16911,0.0066119893,0.00014107107,0.00028902365,2.752606e-05,9.175354e-06
129+04132,2020-02-11,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.18,39.93,42.73,66.99252,67.411964,62.99461,0.004161023,0.00022594308,0.00033662078,2.924644e-05,1.0895732e-05
129+04132,2020-02-11,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.21,40.24,42.41,65.318115,66.89263,63.46993,0.0037762315,0.00025518952,0.00040428902,4.415639e-05,1.2616111e-05
129+04132,2020-02-11,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.74,40.05,42.42,66.07166,67.20998,63.454964,0.007429169,0.00024544072,0.000588943,4.300947e-05,1.6056869e-05
129+04132,2020-02-11,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.19,41.42,41.17,65.34983,64.98695,65.38158,0.020205276,0.00033547386,0.0009066396,6.6521316e-05,2.98199e-05
129+04132,2020-02-11,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.5,41.29,47.36,64.86168,65.19156,56.83614,0.03973043,0.00051152596,0.001079251,0.00013132225,4.0715633e-05
129+04132,2020-02-11,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,44.25,44.25,46.35,60.830727,60.830727,58.074642,0.062146965,0.0005344644,0.0010918671,0.00016630329,5.562558e-05
129+04132,2020-02-11,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,53.43,52.9,60.57,50.37918,50.883923,44.440475,0.055862993,0.0006004122,0.0012719334,0.00014451183,5.275828e-05
129+04132,2020-02-11,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,42.0,41.78,42.98,64.089516,64.42699,62.62819,0.04478949,0.00074263016,0.0015403125,0.0001548341,4.9890987e-05
129+04132,2020-02-11,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.56,41.46,44.16,64.768036,64.924255,60.9547,0.044017613,0.00090319884,0.0017427438,0.00016286253,6.078672e-05
129+04132,2020-02-11,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.41,41.42,41.57,65.00265,64.98695,64.75246,0.046965193,0.0010809713,0.0019038859,0.00015942178,5.275828e-05
129+04132,2020-02-11,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,42.2,42.1,43.69,63.785774,63.937283,61.610428,0.05207931,0.0010230519,0.0016928527,0.00014508527,4.530331e-05
